week,skill_name,skill_group,count_lag1,count_lag2,count_lag3,total_job_lag1,ai_percent_lag1,companion_name,companion_lag1
15,rag,platform,8,6,13,186,20.43010753,,0
5,react,framework,,,,,,redux,
6,react,framework,11,,,55,27.27272727,redux,1
7,react,framework,15,11,,67,25.37313433,redux,3
8,react,framework,22,15,11,100,18,redux,6
9,react,framework,10,22,15,58,15.51724138,redux,0
10,react,framework,37,10,22,208,16.34615385,redux,4
11,react,framework,51,37,10,218,24.31192661,redux,9
12,react,framework,37,51,37,220,15.90909091,redux,6
13,react,framework,34,37,51,193,25.38860104,redux,7
14,react,framework,27,34,37,167,20.35928144,redux,3
15,react,framework,24,27,34,186,20.43010753,redux,4
5,react native,framework,,,,,,react,
6,react native,framework,3,,,55,27.27272727,react,11
7,react native,framework,6,3,,67,25.37313433,react,15
8,react native,framework,2,6,3,100,18,react,22
9,react native,framework,1,2,6,58,15.51724138,react,10
10,react native,framework,6,1,2,208,16.34615385,react,37
11,react native,framework,7,6,1,218,24.31192661,react,51
12,react native,framework,3,7,6,220,15.90909091,react,37
13,react native,framework,7,3,7,193,25.38860104,react,34
14,react native,framework,4,7,3,167,20.35928144,react,27
15,react native,framework,4,4,7,186,20.43010753,react,24
5,redis,database,,,,,,kafka,
6,redis,database,9,,,55,27.27272727,kafka,6
7,redis,database,9,9,,67,25.37313433,kafka,9
8,redis,database,11,9,9,100,18,kafka,10
9,redis,database,1,11,9,58,15.51724138,kafka,3
10,redis,database,25,1,11,208,16.34615385,kafka,18
11,redis,database,28,25,1,218,24.31192661,kafka,31
12,redis,database,28,28,25,220,15.90909091,kafka,27
13,redis,database,19,28,28,193,25.38860104,kafka,25
14,redis,database,14,19,28,167,20.35928144,kafka,16
15,redis,database,12,14,19,186,20.43010753,kafka,18
5,redux,framework,,,,,,css,
6,redux,framework,1,,,55,27.27272727,css,11
7,redux,framework,3,1,,67,25.37313433,css,5
8,redux,framework,6,3,1,100,18,css,20
9,redux,framework,0,6,3,58,15.51724138,css,4
10,redux,framework,4,0,6,208,16.34615385,css,20
11,redux,framework,9,4,0,218,24.31192661,css,37
12,redux,framework,6,9,4,220,15.90909091,css,30
13,redux,framework,7,6,9,193,25.38860104,css,24
14,redux,framework,3,7,6,167,20.35928144,css,17
15,redux,framework,4,3,7,186,20.43010753,css,17
5,rest api,platform,,,,,,,0
6,rest api,platform,1,,,55,27.27272727,,0
7,rest api,platform,3,1,,67,25.37313433,,0
8,rest api,platform,6,3,1,100,18,,0
9,rest api,platform,4,6,3,58,15.51724138,,0
10,rest api,platform,12,4,6,208,16.34615385,,0
11,rest api,platform,12,12,4,218,24.31192661,,0
12,rest api,platform,13,12,12,220,15.90909091,,0
13,rest api,platform,14,13,12,193,25.38860104,,0
14,rest api,platform,7,14,13,167,20.35928144,,0
15,rest api,platform,9,7,14,186,20.43010753,,0
5,ruby,program_language,,,,,,,0
6,ruby,program_language,1,,,55,27.27272727,,0
7,ruby,program_language,2,1,,67,25.37313433,,0
8,ruby,program_language,7,2,1,100,18,,0
9,ruby,program_language,2,7,2,58,15.51724138,,0
10,ruby,program_language,6,2,7,208,16.34615385,,0
11,ruby,program_language,4,6,2,218,24.31192661,,0
12,ruby,program_language,3,4,6,220,15.90909091,,0
13,ruby,program_language,4,3,4,193,25.38860104,,0
14,ruby,program_language,0,4,3,167,20.35928144,,0
15,ruby,program_language,4,0,4,186,20.43010753,,0
5,ruby on rails,framework,,,,,,,0
6,ruby on rails,framework,0,,,55,27.27272727,,0
7,ruby on rails,framework,1,0,,67,25.37313433,,0
8,ruby on rails,framework,4,1,0,100,18,,0
9,ruby on rails,framework,0,4,1,58,15.51724138,,0
10,ruby on rails,framework,4,0,4,208,16.34615385,,0
11,ruby on rails,framework,4,4,0,218,24.31192661,,0
12,ruby on rails,framework,2,4,4,220,15.90909091,,0
13,ruby on rails,framework,2,2,4,193,25.38860104,,0
14,ruby on rails,framework,0,2,2,167,20.35928144,,0
15,ruby on rails,framework,2,0,2,186,20.43010753,,0
5,rust,program_language,,,,,,,0
6,rust,program_language,0,,,55,27.27272727,,0
7,rust,program_language,0,0,,67,25.37313433,,0
8,rust,program_language,0,0,0,100,18,,0
9,rust,program_language,2,0,0,58,15.51724138,,0
10,rust,program_language,3,2,0,208,16.34615385,,0
11,rust,program_language,1,3,2,218,24.31192661,,0
12,rust,program_language,1,1,3,220,15.90909091,,0
13,rust,program_language,2,1,1,193,25.38860104,,0
14,rust,program_language,1,2,1,167,20.35928144,,0
15,rust,program_language,2,1,2,186,20.43010753,,0
5,sagemaker,cloud_devops,,,,,,,0
6,sagemaker,cloud_devops,0,,,55,27.27272727,,0
7,sagemaker,cloud_devops,2,0,,67,25.37313433,,0
8,sagemaker,cloud_devops,0,2,0,100,18,,0
9,sagemaker,cloud_devops,1,0,2,58,15.51724138,,0
10,sagemaker,cloud_devops,1,1,0,208,16.34615385,,0
11,sagemaker,cloud_devops,1,1,1,218,24.31192661,,0
12,sagemaker,cloud_devops,1,1,1,220,15.90909091,,0
13,sagemaker,cloud_devops,0,1,1,193,25.38860104,,0
14,sagemaker,cloud_devops,2,0,1,167,20.35928144,,0
15,sagemaker,cloud_devops,1,2,0,186,20.43010753,,0
5,sap,platform,,,,,,,0
6,sap,platform,3,,,55,27.27272727,,0
7,sap,platform,1,3,,67,25.37313433,,0
8,sap,platform,4,1,3,100,18,,0
9,sap,platform,3,4,1,58,15.51724138,,0
10,sap,platform,7,3,4,208,16.34615385,,0
11,sap,platform,0,7,3,218,24.31192661,,0
12,sap,platform,9,0,7,220,15.90909091,,0
13,sap,platform,1,9,0,193,25.38860104,,0
14,sap,platform,3,1,9,167,20.35928144,,0
15,sap,platform,1,3,1,186,20.43010753,,0
5,secops,cloud_devops,,,,,,devsecops,
6,secops,cloud_devops,0,,,55,27.27272727,devsecops,0
7,secops,cloud_devops,1,0,,67,25.37313433,devsecops,1
8,secops,cloud_devops,1,1,0,100,18,devsecops,1
9,secops,cloud_devops,3,1,1,58,15.51724138,devsecops,3
10,secops,cloud_devops,5,3,1,208,16.34615385,devsecops,4
11,secops,cloud_devops,2,5,3,218,24.31192661,devsecops,3
12,secops,cloud_devops,7,2,5,220,15.90909091,devsecops,7
13,secops,cloud_devops,4,7,2,193,25.38860104,devsecops,5
14,secops,cloud_devops,4,4,7,167,20.35928144,devsecops,4
15,secops,cloud_devops,8,4,4,186,20.43010753,devsecops,8
5,selenium,framework,,,,,,playwright,
6,selenium,framework,3,,,55,27.27272727,playwright,4
7,selenium,framework,3,3,,67,25.37313433,playwright,2
8,selenium,framework,6,3,3,100,18,playwright,4
9,selenium,framework,2,6,3,58,15.51724138,playwright,2
10,selenium,framework,11,2,6,208,16.34615385,playwright,5
11,selenium,framework,8,11,2,218,24.31192661,playwright,10
12,selenium,framework,7,8,11,220,15.90909091,playwright,8
13,selenium,framework,4,7,8,193,25.38860104,playwright,2
14,selenium,framework,10,4,7,167,20.35928144,playwright,10
15,selenium,framework,11,10,4,186,20.43010753,playwright,7
5,sharepoint,platform,,,,,,,0
6,sharepoint,platform,0,,,55,27.27272727,,0
7,sharepoint,platform,0,0,,67,25.37313433,,0
8,sharepoint,platform,0,0,0,100,18,,0
9,sharepoint,platform,1,0,0,58,15.51724138,,0
10,sharepoint,platform,1,1,0,208,16.34615385,,0
11,sharepoint,platform,1,1,1,218,24.31192661,,0
12,sharepoint,platform,2,1,1,220,15.90909091,,0
13,sharepoint,platform,1,2,1,193,25.38860104,,0
14,sharepoint,platform,0,1,2,167,20.35928144,,0
15,sharepoint,platform,1,0,1,186,20.43010753,,0
5,soap,framework,,,,,,,0
6,soap,framework,0,,,55,27.27272727,,0
7,soap,framework,0,0,,67,25.37313433,,0
8,soap,framework,2,0,0,100,18,,0
9,soap,framework,2,2,0,58,15.51724138,,0
10,soap,framework,4,2,2,208,16.34615385,,0
11,soap,framework,5,4,2,218,24.31192661,,0
12,soap,framework,4,5,4,220,15.90909091,,0
13,soap,framework,3,4,5,193,25.38860104,,0
14,soap,framework,4,3,4,167,20.35928144,,0
15,soap,framework,4,4,3,186,20.43010753,,0
5,soc,cloud_devops,,,,,,,0
6,soc,cloud_devops,0,,,55,27.27272727,,0
7,soc,cloud_devops,0,0,,67,25.37313433,,0
8,soc,cloud_devops,1,0,0,100,18,,0
9,soc,cloud_devops,5,1,0,58,15.51724138,,0
10,soc,cloud_devops,2,5,1,208,16.34615385,,0
11,soc,cloud_devops,2,2,5,218,24.31192661,,0
12,soc,cloud_devops,3,2,2,220,15.90909091,,0
13,soc,cloud_devops,3,3,2,193,25.38860104,,0
14,soc,cloud_devops,0,3,3,167,20.35928144,,0
15,soc,cloud_devops,6,0,3,186,20.43010753,,0
5,spring,framework,,,,,,hibernate,
6,spring,framework,2,,,55,27.27272727,hibernate,0
7,spring,framework,6,2,,67,25.37313433,hibernate,3
8,spring,framework,6,6,2,100,18,hibernate,2
9,spring,framework,1,6,6,58,15.51724138,hibernate,0
10,spring,framework,18,1,6,208,16.34615385,hibernate,6
11,spring,framework,16,18,1,218,24.31192661,hibernate,4
12,spring,framework,23,16,18,220,15.90909091,hibernate,9
13,spring,framework,19,23,16,193,25.38860104,hibernate,1
14,spring,framework,11,19,23,167,20.35928144,hibernate,3
15,spring,framework,14,11,19,186,20.43010753,hibernate,3
5,spring boot,framework,,,,,,spring,
6,spring boot,framework,2,,,55,27.27272727,spring,2
7,spring boot,framework,2,2,,67,25.37313433,spring,6
8,spring boot,framework,6,2,2,100,18,spring,6
9,spring boot,framework,0,6,2,58,15.51724138,spring,1
10,spring boot,framework,13,0,6,208,16.34615385,spring,18
11,spring boot,framework,14,13,0,218,24.31192661,spring,16
12,spring boot,framework,18,14,13,220,15.90909091,spring,23
13,spring boot,framework,14,18,14,193,25.38860104,spring,19
14,spring boot,framework,10,14,18,167,20.35928144,spring,11
15,spring boot,framework,11,10,14,186,20.43010753,spring,14
5,sql server,database,,,,,,asp.net,
6,sql server,database,9,,,55,27.27272727,asp.net,2
7,sql server,database,6,9,,67,25.37313433,asp.net,0
8,sql server,database,7,6,9,100,18,asp.net,5
9,sql server,database,3,7,6,58,15.51724138,asp.net,0
10,sql server,database,19,3,7,208,16.34615385,asp.net,10
11,sql server,database,16,19,3,218,24.31192661,asp.net,11
12,sql server,database,28,16,19,220,15.90909091,asp.net,8
13,sql server,database,18,28,16,193,25.38860104,asp.net,4
14,sql server,database,21,18,28,167,20.35928144,asp.net,7
15,sql server,database,19,21,18,186,20.43010753,asp.net,6
5,sqlite,database,,,,,,,0
6,sqlite,database,0,,,55,27.27272727,,0
7,sqlite,database,1,0,,67,25.37313433,,0
8,sqlite,database,0,1,0,100,18,,0
9,sqlite,database,2,0,1,58,15.51724138,,0
10,sqlite,database,1,2,0,208,16.34615385,,0
11,sqlite,database,1,1,2,218,24.31192661,,0
12,sqlite,database,1,1,1,220,15.90909091,,0
13,sqlite,database,4,1,1,193,25.38860104,,0
14,sqlite,database,0,4,1,167,20.35928144,,0
15,sqlite,database,1,0,4,186,20.43010753,,0
5,sre,cloud_devops,,,,,,,0
6,sre,cloud_devops,2,,,55,27.27272727,,0
7,sre,cloud_devops,2,2,,67,25.37313433,,0
8,sre,cloud_devops,1,2,2,100,18,,0
9,sre,cloud_devops,2,1,2,58,15.51724138,,0
10,sre,cloud_devops,4,2,1,208,16.34615385,,0
11,sre,cloud_devops,3,4,2,218,24.31192661,,0
12,sre,cloud_devops,4,3,4,220,15.90909091,,0
13,sre,cloud_devops,3,4,3,193,25.38860104,,0
14,sre,cloud_devops,5,3,4,167,20.35928144,,0
15,sre,cloud_devops,4,5,3,186,20.43010753,,0
5,swagger,framework,,,,,,,0
6,swagger,framework,1,,,55,27.27272727,,0
7,swagger,framework,1,1,,67,25.37313433,,0
8,swagger,framework,2,1,1,100,18,,0
9,swagger,framework,2,2,1,58,15.51724138,,0
10,swagger,framework,6,2,2,208,16.34615385,,0
11,swagger,framework,3,6,2,218,24.31192661,,0
12,swagger,framework,3,3,6,220,15.90909091,,0
13,swagger,framework,4,3,3,193,25.38860104,,0
14,swagger,framework,4,4,3,167,20.35928144,,0
15,swagger,framework,2,4,4,186,20.43010753,,0
5,swift,program_language,,,,,,,0
6,swift,program_language,2,,,55,27.27272727,,0
7,swift,program_language,3,2,,67,25.37313433,,0
8,swift,program_language,5,3,2,100,18,,0
9,swift,program_language,3,5,3,58,15.51724138,,0
10,swift,program_language,4,3,5,208,16.34615385,,0
11,swift,program_language,5,4,3,218,24.31192661,,0
12,swift,program_language,6,5,4,220,15.90909091,,0
13,swift,program_language,14,6,5,193,25.38860104,,0
14,swift,program_language,8,14,6,167,20.35928144,,0
15,swift,program_language,6,8,14,186,20.43010753,,0
5,tailwind css,framework,,,,,,,0
6,tailwind css,framework,1,,,55,27.27272727,,0
7,tailwind css,framework,0,1,,67,25.37313433,,0
8,tailwind css,framework,0,0,1,100,18,,0
9,tailwind css,framework,0,0,0,58,15.51724138,,0
10,tailwind css,framework,4,0,0,208,16.34615385,,0
11,tailwind css,framework,2,4,0,218,24.31192661,,0
12,tailwind css,framework,5,2,4,220,15.90909091,,0
13,tailwind css,framework,1,5,2,193,25.38860104,,0
14,tailwind css,framework,3,1,5,167,20.35928144,,0
15,tailwind css,framework,1,3,1,186,20.43010753,,0
5,tcp/ip,cloud_devops,,,,,,,0
6,tcp/ip,cloud_devops,0,,,55,27.27272727,,0
7,tcp/ip,cloud_devops,3,0,,67,25.37313433,,0
8,tcp/ip,cloud_devops,2,3,0,100,18,,0
9,tcp/ip,cloud_devops,1,2,3,58,15.51724138,,0
10,tcp/ip,cloud_devops,4,1,2,208,16.34615385,,0
11,tcp/ip,cloud_devops,6,4,1,218,24.31192661,,0
12,tcp/ip,cloud_devops,8,6,4,220,15.90909091,,0
13,tcp/ip,cloud_devops,7,8,6,193,25.38860104,,0
14,tcp/ip,cloud_devops,5,7,8,167,20.35928144,,0
15,tcp/ip,cloud_devops,6,5,7,186,20.43010753,,0
5,tensorflow,framework,,,,,,pytorch,
6,tensorflow,framework,1,,,55,27.27272727,pytorch,1
7,tensorflow,framework,2,1,,67,25.37313433,pytorch,2
8,tensorflow,framework,2,2,1,100,18,pytorch,3
9,tensorflow,framework,2,2,2,58,15.51724138,pytorch,2
10,tensorflow,framework,8,2,2,208,16.34615385,pytorch,7
11,tensorflow,framework,8,8,2,218,24.31192661,pytorch,8
12,tensorflow,framework,7,8,8,220,15.90909091,pytorch,8
13,tensorflow,framework,6,7,8,193,25.38860104,pytorch,6
14,tensorflow,framework,4,6,7,167,20.35928144,pytorch,5
15,tensorflow,framework,7,4,6,186,20.43010753,pytorch,8
5,terraform,cloud_devops,,,,,,ansible,
6,terraform,cloud_devops,4,,,55,27.27272727,ansible,2
7,terraform,cloud_devops,7,4,,67,25.37313433,ansible,3
8,terraform,cloud_devops,8,7,4,100,18,ansible,2
9,terraform,cloud_devops,6,8,7,58,15.51724138,ansible,2
10,terraform,cloud_devops,21,6,8,208,16.34615385,ansible,7
11,terraform,cloud_devops,10,21,6,218,24.31192661,ansible,3
12,terraform,cloud_devops,18,10,21,220,15.90909091,ansible,10
13,terraform,cloud_devops,17,18,10,193,25.38860104,ansible,7
14,terraform,cloud_devops,10,17,18,167,20.35928144,ansible,7
15,terraform,cloud_devops,18,10,17,186,20.43010753,ansible,13
5,testrail,framework,,,,,,,0
6,testrail,framework,1,,,55,27.27272727,,0
7,testrail,framework,0,1,,67,25.37313433,,0
8,testrail,framework,1,0,1,100,18,,0
9,testrail,framework,0,1,0,58,15.51724138,,0
10,testrail,framework,2,0,1,208,16.34615385,,0
11,testrail,framework,2,2,0,218,24.31192661,,0
12,testrail,framework,2,2,2,220,15.90909091,,0
13,testrail,framework,0,2,2,193,25.38860104,,0
14,testrail,framework,3,0,2,167,20.35928144,,0
15,testrail,framework,0,3,0,186,20.43010753,,0
5,tomcat,cloud_devops,,,,,,,0
6,tomcat,cloud_devops,0,,,55,27.27272727,,0
7,tomcat,cloud_devops,0,0,,67,25.37313433,,0
8,tomcat,cloud_devops,1,0,0,100,18,,0
9,tomcat,cloud_devops,1,1,0,58,15.51724138,,0
10,tomcat,cloud_devops,1,1,1,208,16.34615385,,0
11,tomcat,cloud_devops,1,1,1,218,24.31192661,,0
12,tomcat,cloud_devops,1,1,1,220,15.90909091,,0
13,tomcat,cloud_devops,1,1,1,193,25.38860104,,0
14,tomcat,cloud_devops,2,1,1,167,20.35928144,,0
15,tomcat,cloud_devops,1,2,1,186,20.43010753,,0
5,typescript,program_language,,,,,,redux,
6,typescript,program_language,7,,,55,27.27272727,redux,1
7,typescript,program_language,6,7,,67,25.37313433,redux,3
8,typescript,program_language,20,6,7,100,18,redux,6
9,typescript,program_language,7,20,6,58,15.51724138,redux,0
10,typescript,program_language,30,7,20,208,16.34615385,redux,4
11,typescript,program_language,29,30,7,218,24.31192661,redux,9
12,typescript,program_language,25,29,30,220,15.90909091,redux,6
13,typescript,program_language,25,25,29,193,25.38860104,redux,7
14,typescript,program_language,15,25,25,167,20.35928144,redux,3
15,typescript,program_language,19,15,25,186,20.43010753,redux,4
5,uikit,framework,,,,,,,0
6,uikit,framework,0,,,55,27.27272727,,0
7,uikit,framework,1,0,,67,25.37313433,,0
8,uikit,framework,0,1,0,100,18,,0
9,uikit,framework,1,0,1,58,15.51724138,,0
10,uikit,framework,1,1,0,208,16.34615385,,0
11,uikit,framework,1,1,1,218,24.31192661,,0
12,uikit,framework,1,1,1,220,15.90909091,,0
13,uikit,framework,5,1,1,193,25.38860104,,0
14,uikit,framework,2,5,1,167,20.35928144,,0
15,uikit,framework,2,2,5,186,20.43010753,,0
5,unity,platform,,,,,,,0
6,unity,platform,0,,,55,27.27272727,,0
7,unity,platform,0,0,,67,25.37313433,,0
8,unity,platform,3,0,0,100,18,,0
9,unity,platform,2,3,0,58,15.51724138,,0
10,unity,platform,6,2,3,208,16.34615385,,0
11,unity,platform,5,6,2,218,24.31192661,,0
12,unity,platform,9,5,6,220,15.90909091,,0
13,unity,platform,3,9,5,193,25.38860104,,0
14,unity,platform,3,3,9,167,20.35928144,,0
15,unity,platform,5,3,3,186,20.43010753,,0
5,vite,framework,,,,,,,0
6,vite,framework,4,,,55,27.27272727,,0
7,vite,framework,1,4,,67,25.37313433,,0
8,vite,framework,3,1,4,100,18,,0
9,vite,framework,0,3,1,58,15.51724138,,0
10,vite,framework,4,0,3,208,16.34615385,,0
11,vite,framework,3,4,0,218,24.31192661,,0
12,vite,framework,5,3,4,220,15.90909091,,0
13,vite,framework,2,5,3,193,25.38860104,,0
14,vite,framework,2,2,5,167,20.35928144,,0
15,vite,framework,1,2,2,186,20.43010753,,0
5,vmware,cloud_devops,,,,,,,0
6,vmware,cloud_devops,0,,,55,27.27272727,,0
7,vmware,cloud_devops,1,0,,67,25.37313433,,0
8,vmware,cloud_devops,2,1,0,100,18,,0
9,vmware,cloud_devops,2,2,1,58,15.51724138,,0
10,vmware,cloud_devops,2,2,2,208,16.34615385,,0
11,vmware,cloud_devops,4,2,2,218,24.31192661,,0
12,vmware,cloud_devops,8,4,2,220,15.90909091,,0
13,vmware,cloud_devops,0,8,4,193,25.38860104,,0
14,vmware,cloud_devops,5,0,8,167,20.35928144,,0
15,vmware,cloud_devops,3,5,0,186,20.43010753,,0
5,vpn,cloud_devops,,,,,,,0
6,vpn,cloud_devops,1,,,55,27.27272727,,0
7,vpn,cloud_devops,0,1,,67,25.37313433,,0
8,vpn,cloud_devops,2,0,1,100,18,,0
9,vpn,cloud_devops,0,2,0,58,15.51724138,,0
10,vpn,cloud_devops,3,0,2,208,16.34615385,,0
11,vpn,cloud_devops,5,3,0,218,24.31192661,,0
12,vpn,cloud_devops,12,5,3,220,15.90909091,,0
13,vpn,cloud_devops,2,12,5,193,25.38860104,,0
14,vpn,cloud_devops,6,2,12,167,20.35928144,,0
15,vpn,cloud_devops,8,6,2,186,20.43010753,,0
5,vue,framework,,,,,,angular,
6,vue,framework,6,,,55,27.27272727,angular,5
7,vue,framework,4,6,,67,25.37313433,angular,6
8,vue,framework,14,4,6,100,18,angular,9
9,vue,framework,3,14,4,58,15.51724138,angular,3
10,vue,framework,13,3,14,208,16.34615385,angular,20
11,vue,framework,18,13,3,218,24.31192661,angular,16
12,vue,framework,8,18,13,220,15.90909091,angular,11
13,vue,framework,12,8,18,193,25.38860104,angular,12
14,vue,framework,10,12,8,167,20.35928144,angular,9
15,vue,framework,14,10,12,186,20.43010753,angular,12
5,webpack,framework,,,,,,,0
6,webpack,framework,3,,,55,27.27272727,,0
7,webpack,framework,1,3,,67,25.37313433,,0
8,webpack,framework,2,1,3,100,18,,0
9,webpack,framework,0,2,1,58,15.51724138,,0
10,webpack,framework,7,0,2,208,16.34615385,,0
11,webpack,framework,4,7,0,218,24.31192661,,0
12,webpack,framework,6,4,7,220,15.90909091,,0
13,webpack,framework,2,6,4,193,25.38860104,,0
14,webpack,framework,2,2,6,167,20.35928144,,0
15,webpack,framework,1,2,2,186,20.43010753,,0
5,websocket,framework,,,,,,,0
6,websocket,framework,0,,,55,27.27272727,,0
7,websocket,framework,3,0,,67,25.37313433,,0
8,websocket,framework,3,3,0,100,18,,0
9,websocket,framework,2,3,3,58,15.51724138,,0
10,websocket,framework,6,2,3,208,16.34615385,,0
11,websocket,framework,4,6,2,218,24.31192661,,0
12,websocket,framework,8,4,6,220,15.90909091,,0
13,websocket,framework,5,8,4,193,25.38860104,,0
14,websocket,framework,2,5,8,167,20.35928144,,0
15,websocket,framework,5,2,5,186,20.43010753,,0
5,windows,platform,,,,,,linux,
6,windows,platform,5,,,55,27.27272727,linux,6
7,windows,platform,3,5,,67,25.37313433,linux,9
8,windows,platform,5,3,5,100,18,linux,10
9,windows,platform,4,5,3,58,15.51724138,linux,12
10,windows,platform,12,4,5,208,16.34615385,linux,22
11,windows,platform,8,12,4,218,24.31192661,linux,21
12,windows,platform,11,8,12,220,15.90909091,linux,22
13,windows,platform,9,11,8,193,25.38860104,linux,24
14,windows,platform,14,9,11,167,20.35928144,linux,20
15,windows,platform,10,14,9,186,20.43010753,linux,23
